num,site_name,lat,lon
15092,GRASS VALLEY C NR LEWISTON CA,40.687073,-122.86103
15093,GRASS VALLEY C NR LEWISTON CA,40.687073,-122.86103
15094,GRASS VALLEY C NR LEWISTON CA,40.687073,-122.86103
15095,GRASS VALLEY C NR LEWISTON CA,40.687073,-122.86103
15096,GRASS VALLEY C NR LEWISTON CA,40.687073,-122.86103
15097,GRASS VALLEY C NR LEWISTON CA,40.687073,-122.86103
15098,GRASS VALLEY C NR LEWISTON CA,40.687073,-122.86103
15099,GRASS VALLEY C NR LEWISTON CA,40.687073,-122.86103
15100,GRASS VALLEY C NR LEWISTON CA,40.687073,-122.86103
15101,GRASS VALLEY C NR LEWISTON CA,40.687073,-122.86103
15102,GRASS VALLEY C NR LEWISTON CA,40.687073,-122.86103
15103,GRASS VALLEY C NR LEWISTON CA,40.687073,-122.86103
15104,GRASS VALLEY C NR LEWISTON CA,40.687073,-122.86103
15105,GRASS VALLEY C NR LEWISTON CA,40.687073,-122.86103
15106,GRASS VALLEY C NR LEWISTON CA,40.687073,-122.86103
15107,GRASS VALLEY C NR LEWISTON CA,40.687073,-122.86103
15108,GRASS VALLEY C NR LEWISTON CA,40.687073,-122.86103
15109,GRASS VALLEY C NR LEWISTON CA,40.687073,-122.86103
15110,GRASS VALLEY C NR LEWISTON CA,40.687073,-122.86103
15111,GRASS VALLEY C NR LEWISTON CA,40.687073,-122.86103
15112,GRASS VALLEY C NR LEWISTON CA,40.687073,-122.86103
15113,GRASS VALLEY C NR LEWISTON CA,40.687073,-122.86103
15114,GRASS VALLEY C NR LEWISTON CA,40.687073,-122.86103
15115,GRASS VALLEY C NR LEWISTON CA,40.687073,-122.86103
15116,GRASS VALLEY C NR LEWISTON CA,40.687073,-122.86103
15117,GRASS VALLEY C NR LEWISTON CA,40.687073,-122.86103
15119,TRINITY R BL LIMEKILN GULCH NR DOUGLAS CITY CA,40.673038,-122.920743
